30
50
6
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 22 24 25 26 27 28 29 30
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
1 2 3 23 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 4 24 25 26 27 28 29 30
1 2 3 4 6 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 19 17 18 16 20 21 22 23 24 25 26 27 28 29 30
1 2 3 4 5 6 7 8 9 10 19 12 13 14 15 16 17 18 11 20 21 22 23 24 25 26 27 28 29 30
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 22 18 19 20 21 17 23 24 25 26 27 28 29 30
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 22 18 19 20 21 17 23 24 25 26 27 28 29 30
1 2 3 4 5 6 14 8 9 10 11 12 13 7 15 16 24 18 19 20 21 22 23 17 25 26 27 28 29 30
1 14 3 4 5 6 7 8 9 10 11 12 13 2 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
1 2 3 4 5 8 19 6 9 10 11 12 13 14 15 16 17 18 7 20 21 22 23 24 25 26 27 28 29 30
777
